episode,total_reward,progress,win,n_clicks,epsilon,learn_rate
72357,38.0,3,1,3,0.02,0.001
72358,-31.0,5,0,6,0.02,0.001
72359,-33.0,3,0,4,0.02,0.001
72360,-20.0,16,0,17,0.02,0.001
72361,-31.0,5,0,6,0.02,0.001
72362,38.0,3,1,3,0.02,0.001
72363,-30.0,6,0,7,0.02,0.001
72364,-35.0,1,0,2,0.02,0.001
72365,40.0,5,1,5,0.02,0.001
72366,46.0,11,1,11,0.02,0.001
72367,-35.0,1,0,2,0.02,0.001
72368,40.0,5,1,5,0.02,0.001
72369,-35.0,1,0,2,0.02,0.001
72370,-29.0,7,0,8,0.02,0.001
72371,-27.0,9,0,10,0.02,0.001
72372,39.0,4,1,4,0.02,0.001
72373,44.0,9,1,9,0.02,0.001
72374,-29.0,7,0,8,0.02,0.001
72375,-33.0,3,0,4,0.02,0.001
72376,42.0,7,1,7,0.02,0.001
72377,-30.0,6,0,7,0.02,0.001
72378,42.0,7,1,7,0.02,0.001
72379,44.0,9,1,9,0.02,0.001
72380,45.0,10,1,10,0.02,0.001
72381,46.0,11,1,11,0.02,0.001
72382,-27.0,9,0,10,0.02,0.001
72383,-35.0,1,0,2,0.02,0.001
72384,-32.0,4,0,5,0.02,0.001
72385,44.0,9,1,9,0.02,0.001
72386,-35.0,1,0,2,0.02,0.001
72387,-34.0,2,0,3,0.02,0.001
72388,-32.0,4,0,5,0.02,0.001
72389,50.0,15,1,15,0.02,0.001
72390,-28.0,8,0,9,0.02,0.001
72391,-32.0,4,0,5,0.02,0.001
72392,46.0,11,1,11,0.02,0.001
72393,39.0,4,1,4,0.02,0.001
72394,47.0,12,1,12,0.02,0.001
72395,-29.0,7,0,8,0.02,0.001
72396,41.0,6,1,6,0.02,0.001
72397,-24.0,12,0,13,0.02,0.001
72398,-33.0,3,0,4,0.02,0.001
72399,39.0,4,1,4,0.02,0.001
72400,-33.0,3,0,4,0.02,0.001
72401,36,1,1,1,0.02,0.001
72402,-34.0,2,0,3,0.02,0.001
72403,41.0,6,1,6,0.02,0.001
72404,43.0,8,1,8,0.02,0.001
72405,45.0,10,1,10,0.02,0.001
72406,-31.0,5,0,6,0.02,0.001
72407,45.0,10,1,10,0.02,0.001
72408,-33.0,3,0,4,0.02,0.001
72409,43.0,8,1,8,0.02,0.001
72410,-30.0,6,0,7,0.02,0.001
72411,-33.0,3,0,4,0.02,0.001
72412,-28.0,8,0,9,0.02,0.001
72413,-32.0,4,0,5,0.02,0.001
72414,37.0,2,1,2,0.02,0.001
72415,44.0,9,1,9,0.02,0.001
72416,42.0,7,1,7,0.02,0.001
72417,-29.0,7,0,8,0.02,0.001
72418,44.0,9,1,9,0.02,0.001
72419,47.0,12,1,12,0.02,0.001
72420,-35.0,1,0,2,0.02,0.001
72421,-33.0,3,0,4,0.02,0.001
72422,-33.0,3,0,4,0.02,0.001
72423,-33.0,3,0,4,0.02,0.001
72424,-34.0,2,0,3,0.02,0.001
72425,-33.0,3,0,4,0.02,0.001
72426,-33.0,3,0,4,0.02,0.001
72427,46.0,11,1,11,0.02,0.001
72428,-33.0,3,0,4,0.02,0.001
72429,41.0,6,1,6,0.02,0.001
72430,-35.0,1,0,2,0.02,0.001
72431,-35.0,1,0,2,0.02,0.001
72432,39.0,4,1,4,0.02,0.001
72433,40.0,5,1,5,0.02,0.001
72434,-23.0,13,0,14,0.02,0.001
72435,45.0,10,1,10,0.02,0.001
72436,51.0,16,1,16,0.02,0.001
72437,-35.0,1,0,2,0.02,0.001
72438,38.0,3,1,3,0.02,0.001
72439,41.0,6,1,6,0.02,0.001
72440,-28.0,8,0,9,0.02,0.001
72441,-29.0,7,0,8,0.02,0.001
72442,42.0,7,1,7,0.02,0.001
72443,-35.0,1,0,2,0.02,0.001
72444,-33.0,3,0,4,0.02,0.001
72445,43.0,8,1,8,0.02,0.001
72446,41.0,6,1,6,0.02,0.001
72447,40.0,5,1,5,0.02,0.001
72448,-32.0,4,0,5,0.02,0.001
72449,-35.0,1,0,2,0.02,0.001
72450,-34.0,2,0,3,0.02,0.001
72451,40.0,5,1,5,0.02,0.001
72452,-29.0,7,0,8,0.02,0.001
72453,44.0,9,1,9,0.02,0.001
72454,-32.0,4,0,5,0.02,0.001
72455,45.0,10,1,10,0.02,0.001
72456,41.0,6,1,6,0.02,0.001
72457,44.0,9,1,9,0.02,0.001
72458,-27.0,9,0,10,0.02,0.001
72459,42.0,7,1,7,0.02,0.001
72460,-32.0,4,0,5,0.02,0.001
72461,47.0,12,1,12,0.02,0.001
72462,-27.0,9,0,10,0.02,0.001
72463,44.0,9,1,9,0.02,0.001
72464,-30.0,6,0,7,0.02,0.001
72465,-34.0,2,0,3,0.02,0.001
72466,39.0,4,1,4,0.02,0.001
72467,-35.0,1,0,2,0.02,0.001
72468,50.0,15,1,15,0.02,0.001
72469,-35.0,1,0,2,0.02,0.001
72470,-34.0,2,0,3,0.02,0.001
72471,-32.0,4,0,5,0.02,0.001
72472,-30.0,6,0,7,0.02,0.001
72473,-29.0,7,0,8,0.02,0.001
72474,-26.0,10,0,11,0.02,0.001
72475,-34.0,2,0,3,0.02,0.001
72476,45.0,10,1,10,0.02,0.001
72477,-31.0,5,0,6,0.02,0.001
72478,-35.0,1,0,2,0.02,0.001
72479,-26.0,10,0,11,0.02,0.001
72480,47.0,12,1,12,0.02,0.001
72481,-34.0,2,0,3,0.02,0.001
72482,46.0,11,1,11,0.02,0.001
72483,-33.0,3,0,4,0.02,0.001
72484,41.0,6,1,6,0.02,0.001
72485,-20.0,16,0,17,0.02,0.001
72486,-31.0,5,0,6,0.02,0.001
72487,42.0,7,1,7,0.02,0.001
72488,42.0,7,1,7,0.02,0.001
72489,-34.0,2,0,3,0.02,0.001
72490,-35.0,1,0,2,0.02,0.001
72491,-35.0,1,0,2,0.02,0.001
72492,42.0,7,1,7,0.02,0.001
72493,-35.0,1,0,2,0.02,0.001
72494,-34.0,2,0,3,0.02,0.001
72495,44.0,9,1,9,0.02,0.001
72496,-33.0,3,0,4,0.02,0.001
72497,-30.0,6,0,7,0.02,0.001
72498,-33.0,3,0,4,0.02,0.001
72499,-30.0,6,0,7,0.02,0.001
72500,-32.0,4,0,5,0.02,0.001
72501,48.0,13,1,13,0.02,0.001
72502,-32.0,4,0,5,0.02,0.001
72503,37.0,2,1,2,0.02,0.001
72504,-22.0,14,0,15,0.02,0.001
72505,46.0,11,1,11,0.02,0.001
72506,-31.0,5,0,6,0.02,0.001
72507,-30.0,6,0,7,0.02,0.001
72508,-31.0,5,0,6,0.02,0.001
72509,43.0,8,1,8,0.02,0.001
72510,-35.0,1,0,2,0.02,0.001
72511,-30.0,6,0,7,0.02,0.001
72512,40.0,5,1,5,0.02,0.001
72513,44.0,9,1,9,0.02,0.001
72514,38.0,3,1,3,0.02,0.001
72515,-34.0,2,0,3,0.02,0.001
72516,-34.0,2,0,3,0.02,0.001
72517,-35.0,1,0,2,0.02,0.001
72518,41.0,6,1,6,0.02,0.001
72519,41.0,6,1,6,0.02,0.001
72520,44.0,9,1,9,0.02,0.001
72521,38.0,3,1,3,0.02,0.001
72522,39.0,4,1,4,0.02,0.001
72523,40.0,5,1,5,0.02,0.001
72524,-35.0,1,0,2,0.02,0.001
72525,41.0,6,1,6,0.02,0.001
72526,51.0,16,1,16,0.02,0.001
72527,41.0,6,1,6,0.02,0.001
72528,41.0,6,1,6,0.02,0.001
72529,37.0,2,1,2,0.02,0.001
72530,44.0,9,1,9,0.02,0.001
72531,42.0,7,1,7,0.02,0.001
72532,-35.0,1,0,2,0.02,0.001
72533,47.0,12,1,12,0.02,0.001
72534,42.0,7,1,7,0.02,0.001
72535,-35.0,1,0,2,0.02,0.001
72536,41.0,6,1,6,0.02,0.001
72537,42.0,7,1,7,0.02,0.001
72538,-31.0,5,0,6,0.02,0.001
72539,42.0,7,1,7,0.02,0.001
72540,39.0,4,1,4,0.02,0.001
72541,-30.0,6,0,7,0.02,0.001
72542,44.0,9,1,9,0.02,0.001
72543,-34.0,2,0,3,0.02,0.001
72544,-26.0,10,0,11,0.02,0.001
72545,43.0,8,1,8,0.02,0.001
72546,42.0,7,1,7,0.02,0.001
72547,-35.0,1,0,2,0.02,0.001
72548,-28.0,8,0,9,0.02,0.001
72549,38.0,3,1,3,0.02,0.001
72550,-32.0,4,0,5,0.02,0.001
72551,-34.0,2,0,3,0.02,0.001
72552,-35.0,1,0,2,0.02,0.001
72553,-31.0,5,0,6,0.02,0.001
72554,44.0,9,1,9,0.02,0.001
72555,41.0,6,1,6,0.02,0.001
72556,-32.0,4,0,5,0.02,0.001
72557,-34.0,2,0,3,0.02,0.001
72558,39.0,4,1,4,0.02,0.001
72559,-35.0,1,0,2,0.02,0.001
72560,-35.0,1,0,2,0.02,0.001
72561,45.0,10,1,10,0.02,0.001
72562,-30.0,6,0,7,0.02,0.001
72563,-33.0,3,0,4,0.02,0.001
72564,-35.0,1,0,2,0.02,0.001
72565,47.0,12,1,12,0.02,0.001
72566,-34.0,2,0,3,0.02,0.001
72567,-35.0,1,0,2,0.02,0.001
72568,-35.0,1,0,2,0.02,0.001
72569,-31.0,5,0,6,0.02,0.001
72570,41.0,6,1,6,0.02,0.001
72571,40.0,5,1,5,0.02,0.001
72572,40.0,5,1,5,0.02,0.001
72573,38.0,3,1,3,0.02,0.001
72574,-33.0,3,0,4,0.02,0.001
72575,-31.0,5,0,6,0.02,0.001
72576,50.0,15,1,15,0.02,0.001
72577,43.0,8,1,8,0.02,0.001
72578,-32.0,4,0,5,0.02,0.001
72579,45.0,10,1,10,0.02,0.001
72580,37.0,2,1,2,0.02,0.001
72581,47.0,12,1,12,0.02,0.001
72582,-29.0,7,0,8,0.02,0.001
72583,41.0,6,1,6,0.02,0.001
72584,-35.0,1,0,2,0.02,0.001
72585,42.0,7,1,7,0.02,0.001
72586,46.0,11,1,11,0.02,0.001
72587,40.0,5,1,5,0.02,0.001
72588,38.0,3,1,3,0.02,0.001
72589,-30.0,6,0,7,0.02,0.001
72590,-29.0,7,0,8,0.02,0.001
72591,37.0,2,1,2,0.02,0.001
72592,-32.0,4,0,5,0.02,0.001
72593,42.0,7,1,7,0.02,0.001
72594,46.0,11,1,11,0.02,0.001
72595,41.0,6,1,6,0.02,0.001
72596,-33.0,3,0,4,0.02,0.001
72597,38.0,3,1,3,0.02,0.001
72598,42.0,7,1,7,0.02,0.001
72599,41.0,6,1,6,0.02,0.001
72600,-28.0,8,0,9,0.02,0.001
72601,45.0,10,1,10,0.02,0.001
72602,-34.0,2,0,3,0.02,0.001
72603,39.0,4,1,4,0.02,0.001
72604,-25.0,11,0,12,0.02,0.001
72605,-29.0,7,0,8,0.02,0.001
72606,-35.0,1,0,2,0.02,0.001
72607,-34.0,2,0,3,0.02,0.001
72608,43.0,8,1,8,0.02,0.001
72609,44.0,9,1,9,0.02,0.001
72610,41.0,6,1,6,0.02,0.001
72611,-35.0,1,0,2,0.02,0.001
72612,-23.0,13,0,14,0.02,0.001
72613,-35.0,1,0,2,0.02,0.001
72614,-31.0,5,0,6,0.02,0.001
72615,41.0,6,1,6,0.02,0.001
72616,-35.0,1,0,2,0.02,0.001
72617,43.0,8,1,8,0.02,0.001
72618,44.0,9,1,9,0.02,0.001
72619,-33.0,3,0,4,0.02,0.001
72620,39.0,4,1,4,0.02,0.001
72621,-25.0,11,0,12,0.02,0.001
72622,-35.0,1,0,2,0.02,0.001
72623,-28.0,8,0,9,0.02,0.001
72624,-29.0,7,0,8,0.02,0.001
72625,41.0,6,1,6,0.02,0.001
72626,43.0,8,1,8,0.02,0.001
72627,48.0,13,1,13,0.02,0.001
72628,40.0,5,1,5,0.02,0.001
72629,44.0,9,1,9,0.02,0.001
72630,-32.0,4,0,5,0.02,0.001
72631,44.0,9,1,9,0.02,0.001
72632,39.0,4,1,4,0.02,0.001
72633,-35.0,1,0,2,0.02,0.001
72634,40.0,5,1,5,0.02,0.001
72635,-32.0,4,0,5,0.02,0.001
72636,51.0,16,1,16,0.02,0.001
72637,-32.0,4,0,5,0.02,0.001
72638,44.0,9,1,9,0.02,0.001
72639,43.0,8,1,8,0.02,0.001
72640,-31.0,5,0,6,0.02,0.001
72641,43.0,8,1,8,0.02,0.001
72642,39.0,4,1,4,0.02,0.001
72643,-35.0,1,0,2,0.02,0.001
72644,-31.0,5,0,6,0.02,0.001
72645,43.0,8,1,8,0.02,0.001
72646,39.0,4,1,4,0.02,0.001
72647,38.0,3,1,3,0.02,0.001
72648,-32.0,4,0,5,0.02,0.001
72649,44.0,9,1,9,0.02,0.001
72650,-26.0,10,0,11,0.02,0.001
72651,-31.0,5,0,6,0.02,0.001
72652,40.0,5,1,5,0.02,0.001
72653,48.0,13,1,13,0.02,0.001
72654,46.0,11,1,11,0.02,0.001
72655,-30.0,6,0,7,0.02,0.001
72656,43.0,8,1,8,0.02,0.001
72657,39.0,4,1,4,0.02,0.001
72658,-28.0,8,0,9,0.02,0.001
72659,-33.0,3,0,4,0.02,0.001
72660,-29.0,7,0,8,0.02,0.001
72661,-35.0,1,0,2,0.02,0.001
72662,-35.0,1,0,2,0.02,0.001
72663,40.0,5,1,5,0.02,0.001
72664,-28.0,8,0,9,0.02,0.001
72665,40.0,5,1,5,0.02,0.001
72666,44.0,9,1,9,0.02,0.001
72667,45.0,10,1,10,0.02,0.001
72668,-33.0,3,0,4,0.02,0.001
72669,43.0,8,1,8,0.02,0.001
72670,-32.0,4,0,5,0.02,0.001
72671,41.0,6,1,6,0.02,0.001
72672,-31.0,5,0,6,0.02,0.001
72673,-34.0,2,0,3,0.02,0.001
72674,-25.0,11,0,12,0.02,0.001
72675,-32.0,4,0,5,0.02,0.001
72676,-32.0,4,0,5,0.02,0.001
72677,-31.0,5,0,6,0.02,0.001
72678,40.0,5,1,5,0.02,0.001
72679,-20.0,16,0,17,0.02,0.001
72680,-32.0,4,0,5,0.02,0.001
72681,-30.0,6,0,7,0.02,0.001
72682,-31.0,5,0,6,0.02,0.001
72683,43.0,8,1,8,0.02,0.001
72684,-28.0,8,0,9,0.02,0.001
72685,38.0,3,1,3,0.02,0.001
72686,39.0,4,1,4,0.02,0.001
72687,46.0,11,1,11,0.02,0.001
72688,-32.0,4,0,5,0.02,0.001
72689,42.0,7,1,7,0.02,0.001
72690,-28.0,8,0,9,0.02,0.001
72691,46.0,11,1,11,0.02,0.001
72692,-24.0,12,0,13,0.02,0.001
72693,45.0,10,1,10,0.02,0.001
72694,-31.0,5,0,6,0.02,0.001
72695,-35.0,1,0,2,0.02,0.001
72696,-29.0,7,0,8,0.02,0.001
72697,38.0,3,1,3,0.02,0.001
72698,-33.0,3,0,4,0.02,0.001
72699,43.0,8,1,8,0.02,0.001
72700,-35.0,1,0,2,0.02,0.001
72701,-34.0,2,0,3,0.02,0.001
72702,41.0,6,1,6,0.02,0.001
72703,48.0,13,1,13,0.02,0.001
72704,-35.0,1,0,2,0.02,0.001
72705,39.0,4,1,4,0.02,0.001
72706,45.0,10,1,10,0.02,0.001
72707,42.0,7,1,7,0.02,0.001
72708,-35.0,1,0,2,0.02,0.001
72709,-32.0,4,0,5,0.02,0.001
72710,-28.0,8,0,9,0.02,0.001
72711,-34.0,2,0,3,0.02,0.001
72712,-35.0,1,0,2,0.02,0.001
72713,41.0,6,1,6,0.02,0.001
72714,43.0,8,1,8,0.02,0.001
72715,46.0,11,1,11,0.02,0.001
72716,-34.0,2,0,3,0.02,0.001
72717,47.0,12,1,12,0.02,0.001
72718,-28.0,8,0,9,0.02,0.001
72719,39.0,4,1,4,0.02,0.001
72720,39.0,4,1,4,0.02,0.001
72721,-32.0,4,0,5,0.02,0.001
72722,40.0,5,1,5,0.02,0.001
72723,40.0,5,1,5,0.02,0.001
72724,41.0,6,1,6,0.02,0.001
72725,41.0,6,1,6,0.02,0.001
72726,41.0,6,1,6,0.02,0.001
72727,-35.0,1,0,2,0.02,0.001
72728,-33.0,3,0,4,0.02,0.001
72729,-33.0,3,0,4,0.02,0.001
72730,45.0,10,1,10,0.02,0.001
72731,-29.0,7,0,8,0.02,0.001
72732,39.0,4,1,4,0.02,0.001
72733,-33.0,3,0,4,0.02,0.001
72734,-32.0,4,0,5,0.02,0.001
72735,51.0,16,1,16,0.02,0.001
72736,-29.0,7,0,8,0.02,0.001
72737,-33.0,3,0,4,0.02,0.001
72738,-33.0,3,0,4,0.02,0.001
72739,-30.0,6,0,7,0.02,0.001
72740,-30.0,6,0,7,0.02,0.001
72741,38.0,3,1,3,0.02,0.001
72742,-28.0,8,0,9,0.02,0.001
72743,39.0,4,1,4,0.02,0.001
72744,-35.0,1,0,2,0.02,0.001
72745,40.0,5,1,5,0.02,0.001
72746,-31.0,5,0,6,0.02,0.001
72747,42.0,7,1,7,0.02,0.001
72748,-27.0,9,0,10,0.02,0.001
72749,46.0,11,1,11,0.02,0.001
72750,-30.0,6,0,7,0.02,0.001
72751,38.0,3,1,3,0.02,0.001
72752,-35.0,1,0,2,0.02,0.001
72753,-31.0,5,0,6,0.02,0.001
72754,46.0,11,1,11,0.02,0.001
72755,41.0,6,1,6,0.02,0.001
72756,-35.0,1,0,2,0.02,0.001
72757,42.0,7,1,7,0.02,0.001
72758,42.0,7,1,7,0.02,0.001
72759,-33.0,3,0,4,0.02,0.001
72760,50.0,15,1,15,0.02,0.001
72761,-23.0,13,0,14,0.02,0.001
72762,45.0,10,1,10,0.02,0.001
72763,41.0,6,1,6,0.02,0.001
72764,46.0,11,1,11,0.02,0.001
72765,-31.0,5,0,6,0.02,0.001
72766,-34.0,2,0,3,0.02,0.001
72767,39.0,4,1,4,0.02,0.001
72768,-31.0,5,0,6,0.02,0.001
72769,41.0,6,1,6,0.02,0.001
72770,44.0,9,1,9,0.02,0.001
72771,-34.0,2,0,3,0.02,0.001
72772,-29.0,7,0,8,0.02,0.001
72773,-26.0,10,0,11,0.02,0.001
72774,49.0,14,1,14,0.02,0.001
72775,-33.0,3,0,4,0.02,0.001
72776,-33.0,3,0,4,0.02,0.001
72777,38.0,3,1,3,0.02,0.001
72778,43.0,8,1,8,0.02,0.001
72779,42.0,7,1,7,0.02,0.001
72780,-27.0,9,0,10,0.02,0.001
72781,-35.0,1,0,2,0.02,0.001
72782,38.0,3,1,3,0.02,0.001
72783,45.0,10,1,10,0.02,0.001
72784,-28.0,8,0,9,0.02,0.001
72785,-34.0,2,0,3,0.02,0.001
72786,39.0,4,1,4,0.02,0.001
72787,45.0,10,1,10,0.02,0.001
72788,-32.0,4,0,5,0.02,0.001
72789,-24.0,12,0,13,0.02,0.001
72790,-34.0,2,0,3,0.02,0.001
72791,-33.0,3,0,4,0.02,0.001
72792,-34.0,2,0,3,0.02,0.001
72793,40.0,5,1,5,0.02,0.001
72794,-35.0,1,0,2,0.02,0.001
72795,-35.0,1,0,2,0.02,0.001
72796,-26.0,10,0,11,0.02,0.001
72797,-30.0,6,0,7,0.02,0.001
72798,40.0,5,1,5,0.02,0.001
72799,40.0,5,1,5,0.02,0.001
72800,-33.0,3,0,4,0.02,0.001
72801,-28.0,8,0,9,0.02,0.001
72802,-33.0,3,0,4,0.02,0.001
72803,-33.0,3,0,4,0.02,0.001
72804,-32.0,4,0,5,0.02,0.001
72805,44.0,9,1,9,0.02,0.001
72806,46.0,11,1,11,0.02,0.001
72807,-30.0,6,0,7,0.02,0.001
72808,42.0,7,1,7,0.02,0.001
72809,-35.0,1,0,2,0.02,0.001
72810,-24.0,12,0,13,0.02,0.001
72811,37.0,2,1,2,0.02,0.001
72812,-33.0,3,0,4,0.02,0.001
72813,-26.0,10,0,11,0.02,0.001
72814,-35.0,1,0,2,0.02,0.001
72815,40.0,5,1,5,0.02,0.001
72816,-32.0,4,0,5,0.02,0.001
72817,-29.0,7,0,8,0.02,0.001
72818,-34.0,2,0,3,0.02,0.001
72819,39.0,4,1,4,0.02,0.001
72820,-35.0,1,0,2,0.02,0.001
72821,-30.0,6,0,7,0.02,0.001
72822,42.0,7,1,7,0.02,0.001
72823,-30.0,6,0,7,0.02,0.001
72824,-31.0,5,0,6,0.02,0.001
72825,48.0,13,1,13,0.02,0.001
72826,46.0,11,1,11,0.02,0.001
72827,44.0,9,1,9,0.02,0.001
72828,39.0,4,1,4,0.02,0.001
72829,-34.0,2,0,3,0.02,0.001
72830,43.0,8,1,8,0.02,0.001
72831,-31.0,5,0,6,0.02,0.001
72832,-32.0,4,0,5,0.02,0.001
72833,-33.0,3,0,4,0.02,0.001
72834,39.0,4,1,4,0.02,0.001
72835,-33.0,3,0,4,0.02,0.001
72836,-31.0,5,0,6,0.02,0.001
72837,42.0,7,1,7,0.02,0.001
72838,44.0,9,1,9,0.02,0.001
72839,-33.0,3,0,4,0.02,0.001
72840,-24.0,12,0,13,0.02,0.001
72841,-33.0,3,0,4,0.02,0.001
72842,-33.0,3,0,4,0.02,0.001
72843,38.0,3,1,3,0.02,0.001
72844,41.0,6,1,6,0.02,0.001
72845,39.0,4,1,4,0.02,0.001
72846,-21.0,15,0,16,0.02,0.001
72847,-34.0,2,0,3,0.02,0.001
72848,-34.0,2,0,3,0.02,0.001
72849,-31.0,5,0,6,0.02,0.001
72850,-35.0,1,0,2,0.02,0.001
72851,45.0,10,1,10,0.02,0.001
72852,-24.0,12,0,13,0.02,0.001
72853,47.0,12,1,12,0.02,0.001
72854,-34.0,2,0,3,0.02,0.001
72855,-34.0,2,0,3,0.02,0.001
72856,-31.0,5,0,6,0.02,0.001
72857,-27.0,9,0,10,0.02,0.001
72858,42.0,7,1,7,0.02,0.001
72859,48.0,13,1,13,0.02,0.001
72860,-32.0,4,0,5,0.02,0.001
72861,41.0,6,1,6,0.02,0.001
72862,42.0,7,1,7,0.02,0.001
72863,-30.0,6,0,7,0.02,0.001
72864,-32.0,4,0,5,0.02,0.001
72865,-35.0,1,0,2,0.02,0.001
72866,-33.0,3,0,4,0.02,0.001
72867,-33.0,3,0,4,0.02,0.001
72868,-33.0,3,0,4,0.02,0.001
72869,-30.0,6,0,7,0.02,0.001
72870,37.0,2,1,2,0.02,0.001
72871,45.0,10,1,10,0.02,0.001
72872,-34.0,2,0,3,0.02,0.001
72873,-31.0,5,0,6,0.02,0.001
72874,47.0,12,1,12,0.02,0.001
72875,42.0,7,1,7,0.02,0.001
72876,40.0,5,1,5,0.02,0.001
72877,-28.0,8,0,9,0.02,0.001
72878,39.0,4,1,4,0.02,0.001
72879,-33.0,3,0,4,0.02,0.001
72880,-29.0,7,0,8,0.02,0.001
72881,-31.0,5,0,6,0.02,0.001
72882,-35.0,1,0,2,0.02,0.001
72883,42.0,7,1,7,0.02,0.001
72884,-31.0,5,0,6,0.02,0.001
72885,44.0,9,1,9,0.02,0.001
72886,44.0,9,1,9,0.02,0.001
72887,-31.0,5,0,6,0.02,0.001
72888,-29.0,7,0,8,0.02,0.001
72889,-35.0,1,0,2,0.02,0.001
72890,-26.0,10,0,11,0.02,0.001
72891,-26.0,10,0,11,0.02,0.001
72892,-35.0,1,0,2,0.02,0.001
72893,-33.0,3,0,4,0.02,0.001
72894,-35.0,1,0,2,0.02,0.001
72895,-31.0,5,0,6,0.02,0.001
72896,-34.0,2,0,3,0.02,0.001
72897,-33.0,3,0,4,0.02,0.001
72898,43.0,8,1,8,0.02,0.001
72899,-35.0,1,0,2,0.02,0.001
72900,-35.0,1,0,2,0.02,0.001
72901,-35.0,1,0,2,0.02,0.001
72902,-35.0,1,0,2,0.02,0.001
72903,-31.0,5,0,6,0.02,0.001
72904,-35.0,1,0,2,0.02,0.001
72905,38.0,3,1,3,0.02,0.001
72906,-27.0,9,0,10,0.02,0.001
72907,41.0,6,1,6,0.02,0.001
72908,39.0,4,1,4,0.02,0.001
72909,-30.0,6,0,7,0.02,0.001
72910,-30.0,6,0,7,0.02,0.001
72911,42.0,7,1,7,0.02,0.001
72912,45.0,10,1,10,0.02,0.001
72913,44.0,9,1,9,0.02,0.001
72914,38.0,3,1,3,0.02,0.001
72915,-35.0,1,0,2,0.02,0.001
72916,47.0,12,1,12,0.02,0.001
72917,-32.0,4,0,5,0.02,0.001
72918,-30.0,6,0,7,0.02,0.001
72919,41.0,6,1,6,0.02,0.001
72920,-33.0,3,0,4,0.02,0.001
72921,49.0,14,1,14,0.02,0.001
72922,46.0,11,1,11,0.02,0.001
72923,40.0,5,1,5,0.02,0.001
72924,-34.0,2,0,3,0.02,0.001
72925,-35.0,1,0,2,0.02,0.001
72926,-29.0,7,0,8,0.02,0.001
72927,45.0,10,1,10,0.02,0.001
72928,-28.0,8,0,9,0.02,0.001
72929,-26.0,10,0,11,0.02,0.001
72930,47.0,12,1,12,0.02,0.001
72931,44.0,9,1,9,0.02,0.001
72932,-31.0,5,0,6,0.02,0.001
72933,39.0,4,1,4,0.02,0.001
72934,-33.0,3,0,4,0.02,0.001
72935,-33.0,3,0,4,0.02,0.001
72936,44.0,9,1,9,0.02,0.001
72937,-34.0,2,0,3,0.02,0.001
72938,-34.0,2,0,3,0.02,0.001
72939,-31.0,5,0,6,0.02,0.001
72940,39.0,4,1,4,0.02,0.001
72941,-29.0,7,0,8,0.02,0.001
72942,-30.0,6,0,7,0.02,0.001
72943,48.0,13,1,13,0.02,0.001
72944,-32.0,4,0,5,0.02,0.001
72945,-28.0,8,0,9,0.02,0.001
72946,43.0,8,1,8,0.02,0.001
72947,-34.0,2,0,3,0.02,0.001
72948,43.0,8,1,8,0.02,0.001
72949,44.0,9,1,9,0.02,0.001
72950,-31.0,5,0,6,0.02,0.001
72951,-35.0,1,0,2,0.02,0.001
72952,53.0,18,1,18,0.02,0.001
72953,-23.0,13,0,14,0.02,0.001
72954,-30.0,6,0,7,0.02,0.001
72955,-33.0,3,0,4,0.02,0.001
72956,-30.0,6,0,7,0.02,0.001
72957,-30.0,6,0,7,0.02,0.001
72958,-35.0,1,0,2,0.02,0.001
72959,-35.0,1,0,2,0.02,0.001
72960,48.0,13,1,13,0.02,0.001
72961,37.0,2,1,2,0.02,0.001
72962,-32.0,4,0,5,0.02,0.001
72963,-29.0,7,0,8,0.02,0.001
72964,40.0,5,1,5,0.02,0.001
72965,-27.0,9,0,10,0.02,0.001
72966,-30.0,6,0,7,0.02,0.001
72967,-34.0,2,0,3,0.02,0.001
72968,46.0,11,1,11,0.02,0.001
72969,-32.0,4,0,5,0.02,0.001
72970,45.0,10,1,10,0.02,0.001
72971,43.0,8,1,8,0.02,0.001
72972,39.0,4,1,4,0.02,0.001
72973,-33.0,3,0,4,0.02,0.001
72974,43.0,8,1,8,0.02,0.001
72975,-35.0,1,0,2,0.02,0.001
72976,-32.0,4,0,5,0.02,0.001
72977,-32.0,4,0,5,0.02,0.001
72978,41.0,6,1,6,0.02,0.001
72979,-34.0,2,0,3,0.02,0.001
72980,-30.0,6,0,7,0.02,0.001
72981,-35.0,1,0,2,0.02,0.001
72982,-31.0,5,0,6,0.02,0.001
72983,43.0,8,1,8,0.02,0.001
72984,-34.0,2,0,3,0.02,0.001
72985,-28.0,8,0,9,0.02,0.001
72986,-27.0,9,0,10,0.02,0.001
72987,-31.0,5,0,6,0.02,0.001
72988,-35.0,1,0,2,0.02,0.001
72989,41.0,6,1,6,0.02,0.001
72990,40.0,5,1,5,0.02,0.001
72991,46.0,11,1,11,0.02,0.001
72992,40.0,5,1,5,0.02,0.001
72993,-35.0,1,0,2,0.02,0.001
72994,-27.0,9,0,10,0.02,0.001
72995,39.0,4,1,4,0.02,0.001
72996,-35.0,1,0,2,0.02,0.001
72997,-27.0,9,0,10,0.02,0.001
72998,40.0,5,1,5,0.02,0.001
72999,-33.0,3,0,4,0.02,0.001
73000,-30.0,6,0,7,0.02,0.001
73001,-35.0,1,0,2,0.02,0.001
73002,39.0,4,1,4,0.02,0.001
73003,-30.0,6,0,7,0.02,0.001
73004,-33.0,3,0,4,0.02,0.001
