episode,total_reward,progress,win,n_clicks,epsilon,learn_rate
667,-34.0,2,0,3,0.95,0.001
668,-33.0,3,0,4,0.95,0.001
669,-34.0,2,0,3,0.95,0.001
670,-33.0,3,0,4,0.95,0.001
671,-28.0,8,0,9,0.95,0.001
672,-35.0,1,0,2,0.95,0.001
673,-29.0,7,0,8,0.95,0.001
674,-33.0,3,0,4,0.95,0.001
675,-35.0,1,0,2,0.95,0.001
676,-34.0,2,0,3,0.95,0.001
677,-29.0,7,0,8,0.95,0.001
678,-34.0,2,0,3,0.95,0.001
679,-27.0,9,0,10,0.95,0.001
680,-22.0,14,0,15,0.95,0.001
681,-34.0,2,0,3,0.95,0.001
682,-34.0,2,0,3,0.95,0.001
683,-34.0,2,0,3,0.95,0.001
684,-34.0,2,0,3,0.95,0.001
685,-35.0,1,0,2,0.95,0.001
686,-34.0,2,0,3,0.95,0.001
687,-28.0,8,0,9,0.95,0.001
688,36,1,1,1,0.95,0.001
689,-32.0,4,0,5,0.95,0.001
690,-26.0,10,0,11,0.95,0.001
691,-33.0,3,0,4,0.95,0.001
692,-35.0,1,0,2,0.95,0.001
693,-35.0,1,0,2,0.95,0.001
694,-33.0,3,0,4,0.95,0.001
695,-31.0,5,0,6,0.95,0.001
696,-31.0,5,0,6,0.95,0.001
697,-31.0,5,0,6,0.95,0.001
698,-33.0,3,0,4,0.95,0.001
699,-32.0,4,0,5,0.95,0.001
700,-28.0,8,0,9,0.95,0.001
701,-34.0,2,0,3,0.95,0.001
702,-34.0,2,0,3,0.95,0.001
703,-34.0,2,0,3,0.95,0.001
704,-34.0,2,0,3,0.95,0.001
705,-34.0,2,0,3,0.95,0.001
706,-30.0,6,0,7,0.95,0.001
707,-32.0,4,0,5,0.95,0.001
708,-31.0,5,0,6,0.95,0.001
709,-31.0,5,0,6,0.95,0.001
710,-32.0,4,0,5,0.95,0.001
711,-34.0,2,0,3,0.95,0.001
712,-34.0,2,0,3,0.95,0.001
713,-30.0,6,0,7,0.95,0.001
714,-34.0,2,0,3,0.95,0.001
715,-31.0,5,0,6,0.95,0.001
716,-34.0,2,0,3,0.95,0.001
717,-26.0,10,0,11,0.95,0.001
718,38.0,3,1,3,0.95,0.001
719,-33.0,3,0,4,0.95,0.001
720,-35.0,1,0,2,0.95,0.001
721,-33.0,3,0,4,0.95,0.001
722,-35.0,1,0,2,0.95,0.001
723,-35.0,1,0,2,0.95,0.001
724,-31.0,5,0,6,0.95,0.001
725,-35.0,1,0,2,0.95,0.001
726,-33.0,3,0,4,0.95,0.001
727,-30.0,6,0,7,0.95,0.001
728,-35.0,1,0,2,0.95,0.001
729,-32.0,4,0,5,0.95,0.001
730,-34.0,2,0,3,0.95,0.001
731,-35.0,1,0,2,0.95,0.001
732,-34.0,2,0,3,0.95,0.001
733,-34.0,2,0,3,0.95,0.001
734,-33.0,3,0,4,0.95,0.001
735,-33.0,3,0,4,0.95,0.001
736,-34.0,2,0,3,0.95,0.001
737,-34.0,2,0,3,0.95,0.001
738,-34.0,2,0,3,0.95,0.001
739,-35.0,1,0,2,0.95,0.001
740,-31.0,5,0,6,0.95,0.001
741,-26.0,10,0,11,0.95,0.001
742,-34.0,2,0,3,0.95,0.001
743,-35.0,1,0,2,0.95,0.001
744,-33.0,3,0,4,0.95,0.001
745,-35.0,1,0,2,0.95,0.001
746,-27.0,9,0,10,0.95,0.001
747,-33.0,3,0,4,0.95,0.001
748,-27.0,9,0,10,0.95,0.001
749,-34.0,2,0,3,0.95,0.001
750,-30.0,6,0,7,0.95,0.001
751,-35.0,1,0,2,0.95,0.001
752,-35.0,1,0,2,0.95,0.001
753,-30.0,6,0,7,0.95,0.001
754,-30.0,6,0,7,0.95,0.001
755,-29.0,7,0,8,0.95,0.001
756,-35.0,1,0,2,0.95,0.001
757,-28.0,8,0,9,0.95,0.001
758,-30.0,6,0,7,0.95,0.001
759,-32.0,4,0,5,0.95,0.001
760,-28.0,8,0,9,0.95,0.001
761,-33.0,3,0,4,0.95,0.001
762,-34.0,2,0,3,0.95,0.001
763,-30.0,6,0,7,0.95,0.001
764,-35.0,1,0,2,0.95,0.001
765,-34.0,2,0,3,0.95,0.001
766,-32.0,4,0,5,0.95,0.001
767,-32.0,4,0,5,0.95,0.001
768,-30.0,6,0,7,0.95,0.001
769,-31.0,5,0,6,0.95,0.001
770,-33.0,3,0,4,0.95,0.001
771,-35.0,1,0,2,0.95,0.001
772,-32.0,4,0,5,0.95,0.001
773,-26.0,10,0,11,0.95,0.001
774,-35.0,1,0,2,0.95,0.001
775,-35.0,1,0,2,0.95,0.001
776,-35.0,1,0,2,0.95,0.001
777,-31.0,5,0,6,0.95,0.001
778,-35.0,1,0,2,0.95,0.001
779,-35.0,1,0,2,0.95,0.001
780,-33.0,3,0,4,0.95,0.001
781,-34.0,2,0,3,0.95,0.001
782,-31.0,5,0,6,0.95,0.001
783,-30.0,6,0,7,0.95,0.001
784,-32.0,4,0,5,0.95,0.001
785,-32.0,4,0,5,0.95,0.001
786,-33.0,3,0,4,0.95,0.001
787,-34.0,2,0,3,0.95,0.001
788,-35.0,1,0,2,0.95,0.001
789,-33.0,3,0,4,0.95,0.001
790,-34.0,2,0,3,0.95,0.001
791,-33.0,3,0,4,0.95,0.001
792,-25.0,11,0,12,0.95,0.001
793,-35.0,1,0,2,0.95,0.001
794,-35.0,1,0,2,0.95,0.001
795,-35.0,1,0,2,0.95,0.001
796,-31.0,5,0,6,0.95,0.001
797,-33.0,3,0,4,0.95,0.001
798,-34.0,2,0,3,0.95,0.001
799,-29.0,7,0,8,0.95,0.001
800,-35.0,1,0,2,0.95,0.001
801,-31.0,5,0,6,0.95,0.001
802,-33.0,3,0,4,0.95,0.001
803,-32.0,4,0,5,0.95,0.001
804,-34.0,2,0,3,0.95,0.001
805,-35.0,1,0,2,0.95,0.001
806,-35.0,1,0,2,0.95,0.001
807,-35.0,1,0,2,0.95,0.001
808,-31.0,5,0,6,0.95,0.001
809,-33.0,3,0,4,0.95,0.001
810,-33.0,3,0,4,0.95,0.001
811,-34.0,2,0,3,0.95,0.001
812,-28.0,8,0,9,0.95,0.001
813,-35.0,1,0,2,0.95,0.001
814,39.0,4,1,4,0.95,0.001
815,-35.0,1,0,2,0.95,0.001
816,37.0,2,1,2,0.95,0.001
817,-34.0,2,0,3,0.95,0.001
818,-31.0,5,0,6,0.95,0.001
819,-33.0,3,0,4,0.95,0.001
820,-34.0,2,0,3,0.95,0.001
821,-33.0,3,0,4,0.95,0.001
822,-35.0,1,0,2,0.95,0.001
823,-32.0,4,0,5,0.95,0.001
824,-32.0,4,0,5,0.95,0.001
825,-34.0,2,0,3,0.95,0.001
826,-32.0,4,0,5,0.95,0.001
827,-31.0,5,0,6,0.95,0.001
828,-35.0,1,0,2,0.95,0.001
829,-35.0,1,0,2,0.95,0.001
830,-28.0,8,0,9,0.95,0.001
831,-31.0,5,0,6,0.95,0.001
832,-32.0,4,0,5,0.95,0.001
833,-29.0,7,0,8,0.95,0.001
834,-30.0,6,0,7,0.95,0.001
835,-34.0,2,0,3,0.95,0.001
836,-32.0,4,0,5,0.95,0.001
837,-35.0,1,0,2,0.95,0.001
838,-33.0,3,0,4,0.95,0.001
839,-32.0,4,0,5,0.95,0.001
840,-29.0,7,0,8,0.95,0.001
841,-33.0,3,0,4,0.95,0.001
842,-34.0,2,0,3,0.95,0.001
843,-27.0,9,0,10,0.95,0.001
844,-32.0,4,0,5,0.95,0.001
845,42.0,7,1,7,0.95,0.001
846,-33.0,3,0,4,0.95,0.001
847,-30.0,6,0,7,0.95,0.001
848,-31.0,5,0,6,0.95,0.001
849,-32.0,4,0,5,0.95,0.001
850,-33.0,3,0,4,0.95,0.001
851,41.0,6,1,6,0.95,0.001
852,-34.0,2,0,3,0.95,0.001
853,-35.0,1,0,2,0.95,0.001
854,-33.0,3,0,4,0.95,0.001
855,-30.0,6,0,7,0.95,0.001
856,-33.0,3,0,4,0.95,0.001
857,-30.0,6,0,7,0.95,0.001
858,-33.0,3,0,4,0.95,0.001
859,-32.0,4,0,5,0.95,0.001
860,-32.0,4,0,5,0.95,0.001
861,-30.0,6,0,7,0.95,0.001
862,-29.0,7,0,8,0.95,0.001
863,-29.0,7,0,8,0.95,0.001
864,-34.0,2,0,3,0.95,0.001
865,-28.0,8,0,9,0.95,0.001
866,-34.0,2,0,3,0.95,0.001
867,-27.0,9,0,10,0.95,0.001
868,-32.0,4,0,5,0.95,0.001
869,-33.0,3,0,4,0.95,0.001
870,-29.0,7,0,8,0.95,0.001
871,-33.0,3,0,4,0.95,0.001
872,-35.0,1,0,2,0.95,0.001
873,39.0,4,1,4,0.95,0.001
874,41.0,6,1,6,0.95,0.001
875,-35.0,1,0,2,0.95,0.001
876,-33.0,3,0,4,0.95,0.001
877,-35.0,1,0,2,0.95,0.001
878,-33.0,3,0,4,0.95,0.001
879,-31.0,5,0,6,0.95,0.001
880,-27.0,9,0,10,0.95,0.001
881,-35.0,1,0,2,0.95,0.001
882,38.0,3,1,3,0.95,0.001
883,-31.0,5,0,6,0.95,0.001
884,-34.0,2,0,3,0.95,0.001
885,-34.0,2,0,3,0.95,0.001
886,-32.0,4,0,5,0.95,0.001
887,-34.0,2,0,3,0.95,0.001
888,-34.0,2,0,3,0.95,0.001
889,-35.0,1,0,2,0.95,0.001
890,-35.0,1,0,2,0.95,0.001
891,-33.0,3,0,4,0.95,0.001
892,-34.0,2,0,3,0.95,0.001
893,-35.0,1,0,2,0.95,0.001
894,39.0,4,1,4,0.95,0.001
895,-30.0,6,0,7,0.95,0.001
896,-33.0,3,0,4,0.95,0.001
897,-30.0,6,0,7,0.95,0.001
898,-35.0,1,0,2,0.95,0.001
899,-34.0,2,0,3,0.95,0.001
900,-31.0,5,0,6,0.95,0.001
901,40.0,5,1,5,0.95,0.001
902,-33.0,3,0,4,0.95,0.001
903,-30.0,6,0,7,0.95,0.001
904,-31.0,5,0,6,0.95,0.001
905,-32.0,4,0,5,0.95,0.001
906,-34.0,2,0,3,0.95,0.001
907,-35.0,1,0,2,0.95,0.001
908,-34.0,2,0,3,0.95,0.001
909,-30.0,6,0,7,0.95,0.001
910,-32.0,4,0,5,0.95,0.001
911,-32.0,4,0,5,0.95,0.001
912,-35.0,1,0,2,0.95,0.001
913,-30.0,6,0,7,0.95,0.001
914,-31.0,5,0,6,0.95,0.001
915,-35.0,1,0,2,0.95,0.001
916,-33.0,3,0,4,0.95,0.001
917,-33.0,3,0,4,0.95,0.001
918,-32.0,4,0,5,0.95,0.001
919,36,1,1,1,0.95,0.001
920,-32.0,4,0,5,0.95,0.001
921,-35.0,1,0,2,0.95,0.001
922,36,1,1,1,0.95,0.001
923,-35.0,1,0,2,0.95,0.001
924,-31.0,5,0,6,0.95,0.001
925,-32.0,4,0,5,0.95,0.001
926,-34.0,2,0,3,0.95,0.001
927,-35.0,1,0,2,0.95,0.001
928,-34.0,2,0,3,0.95,0.001
929,-32.0,4,0,5,0.95,0.001
930,36,1,1,1,0.95,0.001
931,-29.0,7,0,8,0.95,0.001
932,-35.0,1,0,2,0.95,0.001
933,-34.0,2,0,3,0.95,0.001
934,-30.0,6,0,7,0.95,0.001
935,-32.0,4,0,5,0.95,0.001
936,-35.0,1,0,2,0.95,0.001
937,-30.0,6,0,7,0.95,0.001
938,-34.0,2,0,3,0.95,0.001
939,39.0,4,1,4,0.95,0.001
940,-34.0,2,0,3,0.95,0.001
941,-33.0,3,0,4,0.95,0.001
942,-33.0,3,0,4,0.95,0.001
943,-32.0,4,0,5,0.95,0.001
944,-32.0,4,0,5,0.95,0.001
945,-33.0,3,0,4,0.95,0.001
946,-30.0,6,0,7,0.95,0.001
947,-35.0,1,0,2,0.95,0.001
948,-35.0,1,0,2,0.95,0.001
949,-33.0,3,0,4,0.95,0.001
950,-34.0,2,0,3,0.95,0.001
951,-34.0,2,0,3,0.95,0.001
952,-35.0,1,0,2,0.95,0.001
953,-34.0,2,0,3,0.95,0.001
954,-33.0,3,0,4,0.95,0.001
955,-33.0,3,0,4,0.95,0.001
956,-32.0,4,0,5,0.95,0.001
957,-33.0,3,0,4,0.95,0.001
958,-34.0,2,0,3,0.95,0.001
959,-34.0,2,0,3,0.95,0.001
960,-30.0,6,0,7,0.95,0.001
961,-34.0,2,0,3,0.95,0.001
962,-32.0,4,0,5,0.95,0.001
963,-34.0,2,0,3,0.95,0.001
964,-33.0,3,0,4,0.95,0.001
965,38.0,3,1,3,0.95,0.001
966,-33.0,3,0,4,0.95,0.001
967,-33.0,3,0,4,0.95,0.001
968,-35.0,1,0,2,0.95,0.001
969,-34.0,2,0,3,0.95,0.001
970,-35.0,1,0,2,0.95,0.001
971,-30.0,6,0,7,0.95,0.001
972,-35.0,1,0,2,0.95,0.001
973,-33.0,3,0,4,0.95,0.001
974,-27.0,9,0,10,0.95,0.001
975,-31.0,5,0,6,0.95,0.001
976,43.0,8,1,8,0.95,0.001
977,-30.0,6,0,7,0.95,0.001
978,-32.0,4,0,5,0.95,0.001
979,-33.0,3,0,4,0.95,0.001
980,-34.0,2,0,3,0.95,0.001
981,-33.0,3,0,4,0.95,0.001
982,-34.0,2,0,3,0.95,0.001
983,-31.0,5,0,6,0.95,0.001
984,40.0,5,1,5,0.95,0.001
985,-33.0,3,0,4,0.95,0.001
986,-35.0,1,0,2,0.95,0.001
987,-34.0,2,0,3,0.95,0.001
988,-33.0,3,0,4,0.95,0.001
989,-31.0,5,0,6,0.95,0.001
990,-33.0,3,0,4,0.95,0.001
991,-30.0,6,0,7,0.95,0.001
992,-34.0,2,0,3,0.95,0.001
993,-35.0,1,0,2,0.95,0.001
994,-27.0,9,0,10,0.95,0.001
995,-34.0,2,0,3,0.95,0.001
996,-27.0,9,0,10,0.95,0.001
997,-30.0,6,0,7,0.95,0.001
998,-31.0,5,0,6,0.95,0.001
999,-35.0,1,0,2,0.95,0.001
1000,-35.0,1,0,2,0.95,0.001
1001,-24.0,12,0,13,0.95,0.001
1002,-35.0,1,0,2,0.95,0.001
1003,-30.0,6,0,7,0.95,0.001
1004,-33.0,3,0,4,0.95,0.001
1005,-33.0,3,0,4,0.95,0.001
1006,-34.0,2,0,3,0.95,0.001
1007,-33.0,3,0,4,0.95,0.001
1008,-34.0,2,0,3,0.95,0.001
1009,-33.0,3,0,4,0.95,0.001
1010,-32.0,4,0,5,0.95,0.001
1011,-34.0,2,0,3,0.95,0.001
1012,-35.0,1,0,2,0.95,0.001
1013,-34.0,2,0,3,0.95,0.001
1014,-33.0,3,0,4,0.95,0.001
1015,-34.0,2,0,3,0.95,0.001
1016,-29.0,7,0,8,0.95,0.001
1017,44.0,9,1,9,0.95,0.001
1018,-30.0,6,0,7,0.95,0.001
1019,-35.0,1,0,2,0.95,0.001
1020,-32.0,4,0,5,0.95,0.001
1021,-28.0,8,0,9,0.95,0.001
1022,-30.0,6,0,7,0.95,0.001
1023,-34.0,2,0,3,0.95,0.001
1024,-34.0,2,0,3,0.95,0.001
1025,-34.0,2,0,3,0.95,0.001
1026,-33.0,3,0,4,0.95,0.001
1027,-29.0,7,0,8,0.95,0.001
1028,-27.0,9,0,10,0.95,0.001
1029,-33.0,3,0,4,0.95,0.001
1030,-35.0,1,0,2,0.95,0.001
1031,-34.0,2,0,3,0.95,0.001
1032,-34.0,2,0,3,0.95,0.001
1033,-35.0,1,0,2,0.95,0.001
1034,-33.0,3,0,4,0.95,0.001
1035,-35.0,1,0,2,0.95,0.001
1036,-34.0,2,0,3,0.95,0.001
1037,-28.0,8,0,9,0.95,0.001
1038,-33.0,3,0,4,0.95,0.001
1039,-33.0,3,0,4,0.95,0.001
1040,-27.0,9,0,10,0.95,0.001
1041,-34.0,2,0,3,0.95,0.001
1042,36,1,1,1,0.95,0.001
1043,-32.0,4,0,5,0.95,0.001
1044,-30.0,6,0,7,0.95,0.001
1045,-34.0,2,0,3,0.95,0.001
1046,-31.0,5,0,6,0.95,0.001
1047,-31.0,5,0,6,0.95,0.001
1048,-35.0,1,0,2,0.95,0.001
1049,-30.0,6,0,7,0.95,0.001
1050,-32.0,4,0,5,0.95,0.001
1051,-30.0,6,0,7,0.95,0.001
1052,-31.0,5,0,6,0.95,0.001
1053,-31.0,5,0,6,0.95,0.001
1054,-31.0,5,0,6,0.95,0.001
1055,-33.0,3,0,4,0.95,0.001
1056,-33.0,3,0,4,0.95,0.001
1057,-33.0,3,0,4,0.95,0.001
1058,-29.0,7,0,8,0.95,0.001
1059,-30.0,6,0,7,0.95,0.001
1060,-35.0,1,0,2,0.95,0.001
1061,-28.0,8,0,9,0.95,0.001
1062,37.0,2,1,2,0.95,0.001
1063,-31.0,5,0,6,0.95,0.001
1064,-34.0,2,0,3,0.95,0.001
1065,-35.0,1,0,2,0.95,0.001
1066,-32.0,4,0,5,0.95,0.001
1067,-35.0,1,0,2,0.95,0.001
1068,-33.0,3,0,4,0.95,0.001
1069,-32.0,4,0,5,0.95,0.001
1070,-32.0,4,0,5,0.95,0.001
1071,-34.0,2,0,3,0.95,0.001
1072,-34.0,2,0,3,0.95,0.001
1073,-35.0,1,0,2,0.95,0.001
1074,-31.0,5,0,6,0.95,0.001
1075,-31.0,5,0,6,0.95,0.001
1076,-32.0,4,0,5,0.95,0.001
1077,-30.0,6,0,7,0.95,0.001
1078,-35.0,1,0,2,0.95,0.001
1079,-31.0,5,0,6,0.95,0.001
1080,-32.0,4,0,5,0.95,0.001
1081,-34.0,2,0,3,0.95,0.001
1082,-32.0,4,0,5,0.95,0.001
1083,-32.0,4,0,5,0.95,0.001
1084,-33.0,3,0,4,0.95,0.001
1085,-33.0,3,0,4,0.95,0.001
1086,-33.0,3,0,4,0.95,0.001
1087,-34.0,2,0,3,0.95,0.001
1088,-35.0,1,0,2,0.95,0.001
1089,-33.0,3,0,4,0.95,0.001
1090,-33.0,3,0,4,0.95,0.001
1091,-35.0,1,0,2,0.95,0.001
1092,-34.0,2,0,3,0.95,0.001
1093,-34.0,2,0,3,0.95,0.001
1094,-33.0,3,0,4,0.95,0.001
1095,-35.0,1,0,2,0.95,0.001
1096,-33.0,3,0,4,0.95,0.001
1097,-32.0,4,0,5,0.95,0.001
1098,-32.0,4,0,5,0.95,0.001
1099,-32.0,4,0,5,0.95,0.001
1100,37.0,2,1,2,0.95,0.001
1101,-33.0,3,0,4,0.95,0.001
1102,-35.0,1,0,2,0.95,0.001
1103,-34.0,2,0,3,0.95,0.001
1104,-34.0,2,0,3,0.95,0.001
1105,-29.0,7,0,8,0.95,0.001
1106,-33.0,3,0,4,0.95,0.001
1107,-34.0,2,0,3,0.95,0.001
1108,-29.0,7,0,8,0.95,0.001
1109,-32.0,4,0,5,0.95,0.001
1110,-33.0,3,0,4,0.95,0.001
1111,-34.0,2,0,3,0.95,0.001
1112,-34.0,2,0,3,0.95,0.001
1113,-33.0,3,0,4,0.95,0.001
1114,-33.0,3,0,4,0.95,0.001
1115,-32.0,4,0,5,0.95,0.001
1116,-35.0,1,0,2,0.95,0.001
1117,-31.0,5,0,6,0.95,0.001
1118,-33.0,3,0,4,0.95,0.001
1119,-32.0,4,0,5,0.95,0.001
1120,38.0,3,1,3,0.95,0.001
1121,-32.0,4,0,5,0.95,0.001
1122,-32.0,4,0,5,0.95,0.001
1123,-27.0,9,0,10,0.95,0.001
1124,-34.0,2,0,3,0.95,0.001
1125,-32.0,4,0,5,0.95,0.001
1126,-29.0,7,0,8,0.95,0.001
1127,44.0,9,1,9,0.95,0.001
1128,-35.0,1,0,2,0.95,0.001
1129,-32.0,4,0,5,0.95,0.001
1130,-35.0,1,0,2,0.95,0.001
1131,-30.0,6,0,7,0.95,0.001
1132,-35.0,1,0,2,0.95,0.001
1133,-31.0,5,0,6,0.95,0.001
1134,-31.0,5,0,6,0.95,0.001
1135,-32.0,4,0,5,0.95,0.001
1136,-28.0,8,0,9,0.95,0.001
1137,-31.0,5,0,6,0.95,0.001
1138,41.0,6,1,6,0.95,0.001
1139,-35.0,1,0,2,0.95,0.001
1140,-31.0,5,0,6,0.95,0.001
1141,-33.0,3,0,4,0.95,0.001
1142,-32.0,4,0,5,0.95,0.001
1143,-30.0,6,0,7,0.95,0.001
1144,-33.0,3,0,4,0.95,0.001
1145,-31.0,5,0,6,0.95,0.001
1146,-35.0,1,0,2,0.95,0.001
1147,-29.0,7,0,8,0.95,0.001
1148,-35.0,1,0,2,0.95,0.001
1149,-32.0,4,0,5,0.95,0.001
1150,-31.0,5,0,6,0.95,0.001
1151,-35.0,1,0,2,0.95,0.001
1152,-35.0,1,0,2,0.95,0.001
1153,-26.0,10,0,11,0.95,0.001
1154,-32.0,4,0,5,0.95,0.001
1155,-31.0,5,0,6,0.95,0.001
1156,-31.0,5,0,6,0.95,0.001
1157,-34.0,2,0,3,0.95,0.001
1158,-32.0,4,0,5,0.95,0.001
1159,-34.0,2,0,3,0.95,0.001
1160,-35.0,1,0,2,0.95,0.001
1161,-31.0,5,0,6,0.95,0.001
1162,-30.0,6,0,7,0.95,0.001
1163,-32.0,4,0,5,0.95,0.001
1164,-35.0,1,0,2,0.95,0.001
1165,-35.0,1,0,2,0.95,0.001
1166,-33.0,3,0,4,0.95,0.001
1167,-32.0,4,0,5,0.95,0.001
1168,-34.0,2,0,3,0.95,0.001
1169,-31.0,5,0,6,0.95,0.001
1170,-32.0,4,0,5,0.95,0.001
1171,-33.0,3,0,4,0.95,0.001
1172,-34.0,2,0,3,0.95,0.001
1173,40.0,5,1,5,0.95,0.001
1174,-33.0,3,0,4,0.95,0.001
1175,-34.0,2,0,3,0.95,0.001
1176,-35.0,1,0,2,0.95,0.001
1177,-35.0,1,0,2,0.95,0.001
1178,-33.0,3,0,4,0.95,0.001
1179,-35.0,1,0,2,0.95,0.001
1180,-31.0,5,0,6,0.95,0.001
1181,-35.0,1,0,2,0.95,0.001
1182,-33.0,3,0,4,0.95,0.001
1183,-33.0,3,0,4,0.95,0.001
1184,-35.0,1,0,2,0.95,0.001
1185,-35.0,1,0,2,0.95,0.001
1186,-34.0,2,0,3,0.95,0.001
1187,-29.0,7,0,8,0.95,0.001
1188,-33.0,3,0,4,0.95,0.001
1189,-34.0,2,0,3,0.95,0.001
1190,-23.0,13,0,14,0.95,0.001
1191,-22.0,14,0,15,0.95,0.001
1192,-33.0,3,0,4,0.95,0.001
1193,-35.0,1,0,2,0.95,0.001
1194,-32.0,4,0,5,0.95,0.001
1195,-34.0,2,0,3,0.95,0.001
1196,-30.0,6,0,7,0.95,0.001
1197,-33.0,3,0,4,0.95,0.001
1198,-33.0,3,0,4,0.95,0.001
1199,-33.0,3,0,4,0.95,0.001
1200,-32.0,4,0,5,0.95,0.001
1201,-32.0,4,0,5,0.95,0.001
1202,-35.0,1,0,2,0.95,0.001
1203,-32.0,4,0,5,0.95,0.001
1204,-32.0,4,0,5,0.95,0.001
1205,-28.0,8,0,9,0.95,0.001
1206,-33.0,3,0,4,0.95,0.001
1207,-35.0,1,0,2,0.95,0.001
1208,-34.0,2,0,3,0.95,0.001
1209,-30.0,6,0,7,0.95,0.001
1210,-30.0,6,0,7,0.95,0.001
1211,-34.0,2,0,3,0.95,0.001
1212,-30.0,6,0,7,0.95,0.001
1213,-31.0,5,0,6,0.95,0.001
1214,-34.0,2,0,3,0.95,0.001
1215,-34.0,2,0,3,0.95,0.001
1216,-29.0,7,0,8,0.95,0.001
1217,-33.0,3,0,4,0.95,0.001
1218,-32.0,4,0,5,0.95,0.001
1219,-35.0,1,0,2,0.95,0.001
1220,-31.0,5,0,6,0.95,0.001
1221,48.0,13,1,13,0.95,0.001
1222,-33.0,3,0,4,0.95,0.001
1223,-33.0,3,0,4,0.95,0.001
1224,-33.0,3,0,4,0.95,0.001
1225,-35.0,1,0,2,0.95,0.001
1226,-34.0,2,0,3,0.95,0.001
1227,-31.0,5,0,6,0.95,0.001
1228,38.0,3,1,3,0.95,0.001
1229,-34.0,2,0,3,0.95,0.001
1230,-34.0,2,0,3,0.95,0.001
1231,-33.0,3,0,4,0.95,0.001
1232,-34.0,2,0,3,0.95,0.001
1233,-32.0,4,0,5,0.95,0.001
1234,43.0,8,1,8,0.95,0.001
1235,-35.0,1,0,2,0.95,0.001
1236,-34.0,2,0,3,0.95,0.001
1237,-33.0,3,0,4,0.95,0.001
1238,-35.0,1,0,2,0.95,0.001
1239,-34.0,2,0,3,0.95,0.001
1240,42.0,7,1,7,0.95,0.001
1241,-27.0,9,0,10,0.95,0.001
1242,-33.0,3,0,4,0.95,0.001
1243,-31.0,5,0,6,0.95,0.001
1244,-35.0,1,0,2,0.95,0.001
1245,-33.0,3,0,4,0.95,0.001
1246,-29.0,7,0,8,0.95,0.001
1247,-32.0,4,0,5,0.95,0.001
1248,-34.0,2,0,3,0.95,0.001
1249,-33.0,3,0,4,0.95,0.001
1250,-33.0,3,0,4,0.95,0.001
1251,-34.0,2,0,3,0.95,0.001
1252,-33.0,3,0,4,0.95,0.001
1253,-31.0,5,0,6,0.95,0.001
1254,-35.0,1,0,2,0.95,0.001
1255,-33.0,3,0,4,0.95,0.001
1256,-29.0,7,0,8,0.95,0.001
1257,-35.0,1,0,2,0.95,0.001
1258,-34.0,2,0,3,0.95,0.001
1259,-34.0,2,0,3,0.95,0.001
1260,-35.0,1,0,2,0.95,0.001
1261,-31.0,5,0,6,0.95,0.001
1262,-28.0,8,0,9,0.95,0.001
1263,-33.0,3,0,4,0.95,0.001
1264,-34.0,2,0,3,0.95,0.001
1265,-34.0,2,0,3,0.95,0.001
1266,-31.0,5,0,6,0.95,0.001
1267,-30.0,6,0,7,0.95,0.001
1268,-27.0,9,0,10,0.95,0.001
1269,-35.0,1,0,2,0.95,0.001
1270,-32.0,4,0,5,0.95,0.001
1271,-35.0,1,0,2,0.95,0.001
1272,-34.0,2,0,3,0.95,0.001
1273,-35.0,1,0,2,0.95,0.001
1274,-35.0,1,0,2,0.95,0.001
1275,-35.0,1,0,2,0.95,0.001
1276,-35.0,1,0,2,0.95,0.001
1277,-32.0,4,0,5,0.95,0.001
1278,36,1,1,1,0.95,0.001
1279,-33.0,3,0,4,0.95,0.001
1280,-33.0,3,0,4,0.95,0.001
1281,-35.0,1,0,2,0.95,0.001
1282,-29.0,7,0,8,0.95,0.001
1283,-31.0,5,0,6,0.95,0.001
1284,-35.0,1,0,2,0.95,0.001
1285,-34.0,2,0,3,0.95,0.001
1286,-33.0,3,0,4,0.95,0.001
1287,-33.0,3,0,4,0.95,0.001
1288,-35.0,1,0,2,0.95,0.001
1289,-33.0,3,0,4,0.95,0.001
1290,-31.0,5,0,6,0.95,0.001
1291,-35.0,1,0,2,0.95,0.001
1292,-29.0,7,0,8,0.95,0.001
1293,-35.0,1,0,2,0.95,0.001
1294,-33.0,3,0,4,0.95,0.001
1295,-34.0,2,0,3,0.95,0.001
1296,-34.0,2,0,3,0.95,0.001
1297,-29.0,7,0,8,0.95,0.001
1298,-31.0,5,0,6,0.95,0.001
1299,-26.0,10,0,11,0.95,0.001
1300,-34.0,2,0,3,0.95,0.001
1301,-34.0,2,0,3,0.95,0.001
1302,-34.0,2,0,3,0.95,0.001
1303,-35.0,1,0,2,0.95,0.001
1304,-30.0,6,0,7,0.95,0.001
1305,-29.0,7,0,8,0.95,0.001
1306,-34.0,2,0,3,0.95,0.001
1307,-34.0,2,0,3,0.95,0.001
1308,-22.0,14,0,15,0.95,0.001
1309,-34.0,2,0,3,0.95,0.001
1310,-34.0,2,0,3,0.95,0.001
1311,-35.0,1,0,2,0.95,0.001
1312,-34.0,2,0,3,0.95,0.001
1313,-30.0,6,0,7,0.95,0.001
1314,-31.0,5,0,6,0.95,0.001
1315,-34.0,2,0,3,0.95,0.001
1316,-34.0,2,0,3,0.95,0.001
1317,-33.0,3,0,4,0.95,0.001
1318,-34.0,2,0,3,0.95,0.001
