episode,total_reward,progress,win,n_clicks,beta,learn_rate
665,-32.95,1,0,2,0.1,0.001
666,-29.52,2,0,3,0.1,0.001
667,-33.03,1,0,2,0.1,0.001
668,-30.01,3,0,4,0.1,0.001
669,-19.92,7,0,8,0.1,0.001
670,-27.78,3,0,4,0.1,0.001
671,-23.95,6,0,7,0.1,0.001
672,-21.16,5,0,6,0.1,0.001
673,-34.25,1,0,2,0.1,0.001
674,-29.67,2,0,3,0.1,0.001
675,-28.05,3,0,4,0.1,0.001
676,-24.63,4,0,5,0.1,0.001
677,-24.01,4,0,5,0.1,0.001
678,47.97,5,1,5,0.1,0.001
679,-12.09,8,0,9,0.1,0.001
680,-33.97,1,0,2,0.1,0.001
681,-23.82,4,0,5,0.1,0.001
682,-32.87,1,0,2,0.1,0.001
683,-32.39,1,0,2,0.1,0.001
684,-27.59,3,0,4,0.1,0.001
685,-28.01,4,0,5,0.1,0.001
686,-33.2,1,0,2,0.1,0.001
687,-32.88,1,0,2,0.1,0.001
688,-25.36,4,0,5,0.1,0.001
689,52.27,7,1,7,0.1,0.001
690,-29.24,3,0,4,0.1,0.001
691,-29.79,2,0,3,0.1,0.001
692,-23.11,4,0,5,0.1,0.001
693,-30.68,3,0,4,0.1,0.001
694,-33.04,1,0,2,0.1,0.001
695,-32.86,1,0,2,0.1,0.001
696,-28.13,2,0,3,0.1,0.001
697,-26.14,4,0,5,0.1,0.001
698,-29.55,2,0,3,0.1,0.001
699,-17.21,6,0,7,0.1,0.001
700,-33.05,1,0,2,0.1,0.001
701,-25.36,4,0,5,0.1,0.001
702,-33.29,1,0,2,0.1,0.001
703,-24.28,4,0,5,0.1,0.001
704,-26.39,5,0,6,0.1,0.001
705,-32.52,1,0,2,0.1,0.001
706,-29.94,2,0,3,0.1,0.001
707,-9.67,10,0,11,0.1,0.001
708,-28.17,3,0,4,0.1,0.001
709,-28.51,3,0,4,0.1,0.001
710,-30.65,3,0,4,0.1,0.001
711,-21.9,5,0,6,0.1,0.001
712,-27.75,4,0,5,0.1,0.001
713,-26.82,4,0,5,0.1,0.001
714,-30.15,2,0,3,0.1,0.001
715,-29.56,2,0,3,0.1,0.001
716,-26.11,4,0,5,0.1,0.001
717,-30.93,2,0,3,0.1,0.001
718,-27.64,3,0,4,0.1,0.001
719,-34.39,1,0,2,0.1,0.001
720,-15.58,9,0,10,0.1,0.001
721,-34.19,1,0,2,0.1,0.001
722,-31.54,2,0,3,0.1,0.001
723,-23.09,4,0,5,0.1,0.001
724,-34.02,1,0,2,0.1,0.001
725,39.78,2,1,2,0.1,0.001
726,-24.95,4,0,5,0.1,0.001
727,-25.88,3,0,4,0.1,0.001
728,-19.15,7,0,8,0.1,0.001
729,-31.64,2,0,3,0.1,0.001
730,-31.47,2,0,3,0.1,0.001
731,-31.47,2,0,3,0.1,0.001
732,-32.26,2,0,3,0.1,0.001
733,-27.13,3,0,4,0.1,0.001
734,-25.47,3,0,4,0.1,0.001
735,43.45,4,1,4,0.1,0.001
736,-29.85,2,0,3,0.1,0.001
737,-29.18,2,0,3,0.1,0.001
738,-34.4,1,0,2,0.1,0.001
739,-20.49,5,0,6,0.1,0.001
740,-31.9,1,0,2,0.1,0.001
741,-21.33,6,0,7,0.1,0.001
742,-27.82,3,0,4,0.1,0.001
743,-34.4,1,0,2,0.1,0.001
744,-15.37,8,0,9,0.1,0.001
745,-34.4,1,0,2,0.1,0.001
746,-29.47,3,0,4,0.1,0.001
747,-30.68,3,0,4,0.1,0.001
748,-29.78,3,0,4,0.1,0.001
749,-25.29,4,0,5,0.1,0.001
750,-31.11,2,0,3,0.1,0.001
751,-32.64,2,0,3,0.1,0.001
752,-30.91,2,0,3,0.1,0.001
753,-28.38,3,0,4,0.1,0.001
754,-34.06,1,0,2,0.1,0.001
755,-34.4,1,0,2,0.1,0.001
756,-33.07,1,0,2,0.1,0.001
757,-25.96,4,0,5,0.1,0.001
758,-30.38,2,0,3,0.1,0.001
759,-25.05,3,0,4,0.1,0.001
760,-20.65,6,0,7,0.1,0.001
761,-8.56,10,0,11,0.1,0.001
762,-34.4,1,0,2,0.1,0.001
763,-32.9,1,0,2,0.1,0.001
764,-24.46,4,0,5,0.1,0.001
765,-27.29,4,0,5,0.1,0.001
766,-25.11,4,0,5,0.1,0.001
767,36,1,1,1,0.1,0.001
768,-34.22,1,0,2,0.1,0.001
769,-10.27,10,0,11,0.1,0.001
770,-34.41,1,0,2,0.1,0.001
771,-18.12,6,0,7,0.1,0.001
772,-32.89,1,0,2,0.1,0.001
773,-5.6,10,0,11,0.1,0.001
774,-30.34,2,0,3,0.1,0.001
775,-22.04,5,0,6,0.1,0.001
776,-32.65,2,0,3,0.1,0.001
777,-29.67,2,0,3,0.1,0.001
778,-30.86,2,0,3,0.1,0.001
779,-23.84,4,0,5,0.1,0.001
780,-29.32,2,0,3,0.1,0.001
781,-32.71,1,0,2,0.1,0.001
782,-34.0,1,0,2,0.1,0.001
783,-22.06,6,0,7,0.1,0.001
784,-32.28,2,0,3,0.1,0.001
785,-26.08,4,0,5,0.1,0.001
786,-27.04,3,0,4,0.1,0.001
787,-31.02,2,0,3,0.1,0.001
788,-31.09,2,0,3,0.1,0.001
789,-23.59,4,0,5,0.1,0.001
790,-30.0,2,0,3,0.1,0.001
791,-23.66,4,0,5,0.1,0.001
792,57.74,8,1,8,0.1,0.001
793,-32.69,1,0,2,0.1,0.001
794,-31.91,2,0,3,0.1,0.001
795,-18.3,6,0,7,0.1,0.001
796,-27.34,3,0,4,0.1,0.001
797,-30.17,2,0,3,0.1,0.001
798,-34.41,1,0,2,0.1,0.001
799,-16.66,8,0,9,0.1,0.001
800,-31.22,2,0,3,0.1,0.001
801,-27.31,3,0,4,0.1,0.001
802,-34.08,1,0,2,0.1,0.001
803,-29.96,2,0,3,0.1,0.001
804,-31.09,2,0,3,0.1,0.001
805,-27.87,4,0,5,0.1,0.001
806,36,1,1,1,0.1,0.001
807,-27.05,3,0,4,0.1,0.001
808,-24.87,4,0,5,0.1,0.001
809,-33.05,1,0,2,0.1,0.001
810,-29.13,3,0,4,0.1,0.001
811,-30.49,2,0,3,0.1,0.001
812,-33.09,1,0,2,0.1,0.001
813,-22.5,6,0,7,0.1,0.001
814,-27.92,4,0,5,0.1,0.001
815,-33.06,1,0,2,0.1,0.001
816,37.59,2,1,2,0.1,0.001
817,-29.11,3,0,4,0.1,0.001
818,-33.82,1,0,2,0.1,0.001
819,-32.91,1,0,2,0.1,0.001
820,-34.41,1,0,2,0.1,0.001
821,49.97,6,1,6,0.1,0.001
822,-32.89,1,0,2,0.1,0.001
823,-25.2,5,0,6,0.1,0.001
824,-29.28,2,0,3,0.1,0.001
825,-32.8,1,0,2,0.1,0.001
826,-32.53,1,0,2,0.1,0.001
827,-25.06,4,0,5,0.1,0.001
828,-25.71,4,0,5,0.1,0.001
829,-32.65,2,0,3,0.1,0.001
830,-25.7,4,0,5,0.1,0.001
831,-29.22,2,0,3,0.1,0.001
832,-30.05,3,0,4,0.1,0.001
833,-18.8,6,0,7,0.1,0.001
834,-23.67,5,0,6,0.1,0.001
835,-31.24,2,0,3,0.1,0.001
836,-27.86,3,0,4,0.1,0.001
837,-33.14,1,0,2,0.1,0.001
838,-28.48,3,0,4,0.1,0.001
839,-33.27,1,0,2,0.1,0.001
840,-32.19,2,0,3,0.1,0.001
841,-34.11,1,0,2,0.1,0.001
842,-24.87,4,0,5,0.1,0.001
843,-32.74,1,0,2,0.1,0.001
844,-30.19,3,0,4,0.1,0.001
845,-25.99,4,0,5,0.1,0.001
846,-12.93,8,0,9,0.1,0.001
847,-23.56,6,0,7,0.1,0.001
848,-33.01,1,0,2,0.1,0.001
849,-18.04,8,0,9,0.1,0.001
850,-32.8,1,0,2,0.1,0.001
851,-30.79,3,0,4,0.1,0.001
852,-33.05,1,0,2,0.1,0.001
853,-26.51,3,0,4,0.1,0.001
854,-15.08,7,0,8,0.1,0.001
855,-17.75,6,0,7,0.1,0.001
856,-26.18,3,0,4,0.1,0.001
857,-20.22,5,0,6,0.1,0.001
858,-30.88,2,0,3,0.1,0.001
859,37.58,2,1,2,0.1,0.001
860,-28.19,3,0,4,0.1,0.001
861,-28.59,3,0,4,0.1,0.001
862,-20.22,5,0,6,0.1,0.001
863,-34.27,1,0,2,0.1,0.001
864,-30.39,2,0,3,0.1,0.001
865,-34.27,1,0,2,0.1,0.001
866,-28.26,3,0,4,0.1,0.001
867,-21.38,5,0,6,0.1,0.001
868,-34.24,1,0,2,0.1,0.001
869,-25.75,4,0,5,0.1,0.001
870,-25.52,4,0,5,0.1,0.001
871,-17.59,7,0,8,0.1,0.001
872,-18.92,6,0,7,0.1,0.001
873,-28.46,3,0,4,0.1,0.001
874,-31.07,2,0,3,0.1,0.001
875,-20.13,6,0,7,0.1,0.001
876,-32.89,1,0,2,0.1,0.001
877,-33.15,1,0,2,0.1,0.001
878,-31.18,2,0,3,0.1,0.001
879,-29.2,2,0,3,0.1,0.001
880,-29.35,2,0,3,0.1,0.001
881,-32.81,1,0,2,0.1,0.001
882,-28.36,4,0,5,0.1,0.001
883,-22.66,4,0,5,0.1,0.001
884,-15.07,7,0,8,0.1,0.001
885,-32.63,1,0,2,0.1,0.001
886,-28.23,3,0,4,0.1,0.001
887,-24.09,4,0,5,0.1,0.001
888,-27.76,3,0,4,0.1,0.001
889,-32.69,1,0,2,0.1,0.001
890,-31.1,2,0,3,0.1,0.001
891,-20.91,5,0,6,0.1,0.001
892,-8.37,11,0,12,0.1,0.001
893,-30.54,2,0,3,0.1,0.001
894,-21.61,5,0,6,0.1,0.001
895,-33.08,1,0,2,0.1,0.001
896,-32.76,1,0,2,0.1,0.001
897,-28.19,4,0,5,0.1,0.001
898,-32.83,1,0,2,0.1,0.001
899,-30.22,3,0,4,0.1,0.001
900,-22.99,5,0,6,0.1,0.001
901,-30.87,2,0,3,0.1,0.001
902,-30.91,2,0,3,0.1,0.001
903,-31.46,2,0,3,0.1,0.001
904,-18.93,6,0,7,0.1,0.001
905,-24.11,5,0,6,0.1,0.001
906,-21.1,5,0,6,0.1,0.001
907,-32.69,2,0,3,0.1,0.001
908,-33.01,1,0,2,0.1,0.001
909,-33.06,1,0,2,0.1,0.001
910,36,1,1,1,0.1,0.001
911,-33.04,1,0,2,0.1,0.001
912,-24.22,4,0,5,0.1,0.001
913,-28.65,3,0,4,0.1,0.001
914,-31.95,2,0,3,0.1,0.001
915,-32.99,1,0,2,0.1,0.001
916,-32.72,1,0,2,0.1,0.001
917,-27.62,3,0,4,0.1,0.001
918,-34.43,1,0,2,0.1,0.001
919,-31.13,2,0,3,0.1,0.001
920,-32.69,2,0,3,0.1,0.001
921,-30.23,3,0,4,0.1,0.001
922,-32.84,1,0,2,0.1,0.001
923,-33.07,1,0,2,0.1,0.001
924,-31.07,2,0,3,0.1,0.001
925,-23.84,4,0,5,0.1,0.001
926,-30.15,2,0,3,0.1,0.001
927,45.63,4,1,4,0.1,0.001
928,-23.85,5,0,6,0.1,0.001
929,-28.87,4,0,5,0.1,0.001
930,-33.89,1,0,2,0.1,0.001
931,-32.28,1,0,2,0.1,0.001
932,-30.01,2,0,3,0.1,0.001
933,-29.81,2,0,3,0.1,0.001
934,-33.1,1,0,2,0.1,0.001
935,-31.34,2,0,3,0.1,0.001
936,-29.8,2,0,3,0.1,0.001
937,-32.68,2,0,3,0.1,0.001
938,-32.89,1,0,2,0.1,0.001
939,-32.89,1,0,2,0.1,0.001
940,-32.85,1,0,2,0.1,0.001
941,-28.28,3,0,4,0.1,0.001
942,-31.23,2,0,3,0.1,0.001
943,-24.7,4,0,5,0.1,0.001
944,-25.87,3,0,4,0.1,0.001
945,-31.61,2,0,3,0.1,0.001
946,-23.96,4,0,5,0.1,0.001
947,-25.13,4,0,5,0.1,0.001
948,-32.94,1,0,2,0.1,0.001
949,-21.51,5,0,6,0.1,0.001
950,-32.9,1,0,2,0.1,0.001
951,-7.02,10,0,11,0.1,0.001
952,-19.86,6,0,7,0.1,0.001
953,53.44,7,1,7,0.1,0.001
954,-26.35,4,0,5,0.1,0.001
955,-28.0,4,0,5,0.1,0.001
956,-33.28,1,0,2,0.1,0.001
957,-31.19,2,0,3,0.1,0.001
958,-30.64,3,0,4,0.1,0.001
959,-25.97,4,0,5,0.1,0.001
960,-34.18,1,0,2,0.1,0.001
961,-31.07,2,0,3,0.1,0.001
962,-12.21,9,0,10,0.1,0.001
963,-30.22,2,0,3,0.1,0.001
964,-32.78,1,0,2,0.1,0.001
965,-32.7,2,0,3,0.1,0.001
966,-28.06,3,0,4,0.1,0.001
967,-14.95,9,0,10,0.1,0.001
968,-19.83,7,0,8,0.1,0.001
969,-29.99,2,0,3,0.1,0.001
970,-33.04,1,0,2,0.1,0.001
971,-32.35,2,0,3,0.1,0.001
972,-31.54,2,0,3,0.1,0.001
973,-34.44,1,0,2,0.1,0.001
974,-21.38,5,0,6,0.1,0.001
975,-32.71,2,0,3,0.1,0.001
976,-32.83,1,0,2,0.1,0.001
977,-26.28,4,0,5,0.1,0.001
978,-24.28,4,0,5,0.1,0.001
979,-31.11,2,0,3,0.1,0.001
980,-29.57,3,0,4,0.1,0.001
981,-25.05,4,0,5,0.1,0.001
982,-27.92,3,0,4,0.1,0.001
983,-27.82,3,0,4,0.1,0.001
984,-23.5,4,0,5,0.1,0.001
985,-17.84,8,0,9,0.1,0.001
986,-29.24,2,0,3,0.1,0.001
987,-27.22,3,0,4,0.1,0.001
988,-34.44,1,0,2,0.1,0.001
989,-28.79,3,0,4,0.1,0.001
990,-28.18,3,0,4,0.1,0.001
991,-30.21,2,0,3,0.1,0.001
992,-15.83,7,0,8,0.1,0.001
993,-33.17,1,0,2,0.1,0.001
994,-22.49,4,0,5,0.1,0.001
995,-30.01,2,0,3,0.1,0.001
996,-26.8,4,0,5,0.1,0.001
997,-24.24,5,0,6,0.1,0.001
998,-31.25,2,0,3,0.1,0.001
999,-22.31,5,0,6,0.1,0.001
1000,-22.78,6,0,7,0.1,0.001
1001,-29.79,3,0,4,0.1,0.001
1002,-20.75,7,0,8,0.1,0.001
1003,-24.9,4,0,5,0.1,0.001
1004,-34.44,1,0,2,0.1,0.001
1005,-15.33,7,0,8,0.1,0.001
1006,-26.0,4,0,5,0.1,0.001
1007,-31.44,2,0,3,0.1,0.001
1008,-30.15,2,0,3,0.1,0.001
1009,-30.95,2,0,3,0.1,0.001
1010,-31.66,2,0,3,0.1,0.001
1011,-20.79,5,0,6,0.1,0.001
1012,-25.54,4,0,5,0.1,0.001
1013,-31.15,2,0,3,0.1,0.001
1014,-29.52,2,0,3,0.1,0.001
1015,-31.43,2,0,3,0.1,0.001
1016,-32.75,1,0,2,0.1,0.001
1017,-30.22,2,0,3,0.1,0.001
1018,-17.93,6,0,7,0.1,0.001
1019,-29.28,2,0,3,0.1,0.001
1020,-23.93,4,0,5,0.1,0.001
1021,-28.53,3,0,4,0.1,0.001
1022,-31.57,2,0,3,0.1,0.001
1023,-33.04,1,0,2,0.1,0.001
1024,-33.26,1,0,2,0.1,0.001
1025,-27.12,3,0,4,0.1,0.001
1026,-25.61,4,0,5,0.1,0.001
1027,-31.14,2,0,3,0.1,0.001
1028,-15.69,7,0,8,0.1,0.001
1029,-31.57,2,0,3,0.1,0.001
1030,-24.56,4,0,5,0.1,0.001
1031,-33.27,1,0,2,0.1,0.001
1032,-15.66,9,0,10,0.1,0.001
1033,-27.84,3,0,4,0.1,0.001
1034,-31.08,2,0,3,0.1,0.001
1035,-27.79,3,0,4,0.1,0.001
1036,-29.3,3,0,4,0.1,0.001
1037,-24.89,4,0,5,0.1,0.001
1038,-30.4,2,0,3,0.1,0.001
1039,-23.45,4,0,5,0.1,0.001
1040,-25.86,4,0,5,0.1,0.001
1041,-32.37,2,0,3,0.1,0.001
1042,-33.11,1,0,2,0.1,0.001
1043,-34.45,1,0,2,0.1,0.001
1044,-21.16,5,0,6,0.1,0.001
1045,-31.8,2,0,3,0.1,0.001
1046,-28.14,3,0,4,0.1,0.001
1047,-27.46,3,0,4,0.1,0.001
1048,48.38,5,1,5,0.1,0.001
1049,-23.19,4,0,5,0.1,0.001
1050,-26.96,3,0,4,0.1,0.001
1051,-33.06,1,0,2,0.1,0.001
1052,-33.6,1,0,2,0.1,0.001
1053,-34.45,1,0,2,0.1,0.001
1054,-22.98,5,0,6,0.1,0.001
1055,-33.28,1,0,2,0.1,0.001
1056,-23.09,6,0,7,0.1,0.001
1057,-31.59,2,0,3,0.1,0.001
1058,-29.75,3,0,4,0.1,0.001
1059,-23.26,6,0,7,0.1,0.001
1060,-27.5,3,0,4,0.1,0.001
1061,-33.21,1,0,2,0.1,0.001
1062,-21.51,5,0,6,0.1,0.001
1063,-29.26,3,0,4,0.1,0.001
1064,-33.11,1,0,2,0.1,0.001
1065,-28.1,4,0,5,0.1,0.001
1066,-32.74,1,0,2,0.1,0.001
1067,-31.63,2,0,3,0.1,0.001
1068,-29.36,2,0,3,0.1,0.001
1069,-33.17,1,0,2,0.1,0.001
1070,-32.82,1,0,2,0.1,0.001
1071,-24.39,4,0,5,0.1,0.001
1072,-22.66,5,0,6,0.1,0.001
1073,-29.66,3,0,4,0.1,0.001
1074,-32.7,1,0,2,0.1,0.001
1075,-27.72,3,0,4,0.1,0.001
1076,-29.34,3,0,4,0.1,0.001
1077,-33.19,1,0,2,0.1,0.001
1078,-33.13,1,0,2,0.1,0.001
1079,-33.02,1,0,2,0.1,0.001
1080,-34.06,1,0,2,0.1,0.001
1081,-7.43,11,0,12,0.1,0.001
1082,-29.31,3,0,4,0.1,0.001
1083,-17.97,8,0,9,0.1,0.001
1084,-19.03,6,0,7,0.1,0.001
1085,-25.8,5,0,6,0.1,0.001
1086,-28.24,3,0,4,0.1,0.001
1087,-22.32,5,0,6,0.1,0.001
1088,-27.42,3,0,4,0.1,0.001
1089,-30.89,3,0,4,0.1,0.001
1090,-13.42,8,0,9,0.1,0.001
1091,-31.23,2,0,3,0.1,0.001
1092,-30.07,3,0,4,0.1,0.001
1093,-32.79,1,0,2,0.1,0.001
1094,-33.25,1,0,2,0.1,0.001
1095,-32.96,1,0,2,0.1,0.001
1096,-26.95,4,0,5,0.1,0.001
1097,-32.83,1,0,2,0.1,0.001
1098,-23.3,4,0,5,0.1,0.001
1099,-24.25,4,0,5,0.1,0.001
1100,-26.46,4,0,5,0.1,0.001
1101,-31.57,2,0,3,0.1,0.001
1102,-33.16,1,0,2,0.1,0.001
1103,-31.4,2,0,3,0.1,0.001
1104,-32.75,2,0,3,0.1,0.001
1105,-32.75,2,0,3,0.1,0.001
1106,43.34,5,1,5,0.1,0.001
1107,-16.82,6,0,7,0.1,0.001
1108,-29.11,3,0,4,0.1,0.001
1109,-28.42,3,0,4,0.1,0.001
1110,-30.13,2,0,3,0.1,0.001
1111,-28.21,3,0,4,0.1,0.001
1112,-27.64,3,0,4,0.1,0.001
1113,-33.05,1,0,2,0.1,0.001
1114,-25.03,4,0,5,0.1,0.001
1115,-23.46,6,0,7,0.1,0.001
1116,-28.51,3,0,4,0.1,0.001
1117,-19.71,6,0,7,0.1,0.001
1118,-22.92,5,0,6,0.1,0.001
1119,-32.65,1,0,2,0.1,0.001
1120,-29.32,2,0,3,0.1,0.001
1121,-30.19,3,0,4,0.1,0.001
1122,-25.77,3,0,4,0.1,0.001
1123,-32.76,2,0,3,0.1,0.001
1124,-30.17,3,0,4,0.1,0.001
1125,44.42,4,1,4,0.1,0.001
1126,-30.84,2,0,3,0.1,0.001
1127,-29.76,2,0,3,0.1,0.001
1128,-18.85,6,0,7,0.1,0.001
1129,-33.18,1,0,2,0.1,0.001
1130,43.91,4,1,4,0.1,0.001
1131,-28.94,3,0,4,0.1,0.001
1132,-28.99,4,0,5,0.1,0.001
1133,-31.32,2,0,3,0.1,0.001
1134,-31.18,2,0,3,0.1,0.001
1135,-29.34,3,0,4,0.1,0.001
1136,-21.01,5,0,6,0.1,0.001
1137,39.26,3,1,3,0.1,0.001
1138,-30.31,2,0,3,0.1,0.001
1139,-32.76,2,0,3,0.1,0.001
1140,-33.95,1,0,2,0.1,0.001
1141,-34.3,1,0,2,0.1,0.001
1142,-34.46,1,0,2,0.1,0.001
1143,-32.62,1,0,2,0.1,0.001
1144,-28.15,3,0,4,0.1,0.001
1145,-26.8,5,0,6,0.1,0.001
1146,-34.46,1,0,2,0.1,0.001
1147,-32.4,2,0,3,0.1,0.001
1148,-30.34,3,0,4,0.1,0.001
1149,-30.0,2,0,3,0.1,0.001
1150,-25.53,4,0,5,0.1,0.001
1151,-25.37,4,0,5,0.1,0.001
1152,-32.87,1,0,2,0.1,0.001
1153,-19.01,6,0,7,0.1,0.001
1154,-32.56,1,0,2,0.1,0.001
1155,-24.81,5,0,6,0.1,0.001
1156,-32.8,1,0,2,0.1,0.001
1157,-33.09,1,0,2,0.1,0.001
1158,-29.97,3,0,4,0.1,0.001
1159,-32.82,1,0,2,0.1,0.001
1160,-24.72,5,0,6,0.1,0.001
1161,-28.94,2,0,3,0.1,0.001
1162,-27.96,3,0,4,0.1,0.001
1163,-30.83,3,0,4,0.1,0.001
1164,-33.18,1,0,2,0.1,0.001
1165,-23.06,4,0,5,0.1,0.001
1166,-25.75,4,0,5,0.1,0.001
1167,-30.35,3,0,4,0.1,0.001
1168,-34.31,1,0,2,0.1,0.001
1169,-32.77,2,0,3,0.1,0.001
1170,-26.19,3,0,4,0.1,0.001
1171,-33.1,1,0,2,0.1,0.001
1172,-32.83,1,0,2,0.1,0.001
1173,-34.14,1,0,2,0.1,0.001
1174,-32.94,1,0,2,0.1,0.001
1175,-30.53,2,0,3,0.1,0.001
1176,-23.18,5,0,6,0.1,0.001
1177,-24.53,5,0,6,0.1,0.001
1178,-28.79,3,0,4,0.1,0.001
1179,-24.18,5,0,6,0.1,0.001
1180,46.43,4,1,4,0.1,0.001
1181,-34.31,1,0,2,0.1,0.001
1182,-16.74,8,0,9,0.1,0.001
1183,-34.03,1,0,2,0.1,0.001
1184,-31.2,2,0,3,0.1,0.001
1185,-30.86,2,0,3,0.1,0.001
1186,53.31,8,1,8,0.1,0.001
1187,-20.81,7,0,8,0.1,0.001
1188,-33.07,1,0,2,0.1,0.001
1189,-34.11,1,0,2,0.1,0.001
1190,-31.31,2,0,3,0.1,0.001
1191,-25.33,4,0,5,0.1,0.001
1192,-30.27,2,0,3,0.1,0.001
1193,-33.23,1,0,2,0.1,0.001
1194,-15.78,7,0,8,0.1,0.001
1195,-22.11,6,0,7,0.1,0.001
1196,-23.37,5,0,6,0.1,0.001
1197,-27.93,3,0,4,0.1,0.001
1198,-25.61,5,0,6,0.1,0.001
1199,-27.67,3,0,4,0.1,0.001
1200,-31.63,2,0,3,0.1,0.001
1201,-34.47,1,0,2,0.1,0.001
1202,-28.29,3,0,4,0.1,0.001
1203,-16.89,7,0,8,0.1,0.001
1204,-32.97,1,0,2,0.1,0.001
1205,-29.95,3,0,4,0.1,0.001
1206,-31.36,2,0,3,0.1,0.001
1207,-15.02,7,0,8,0.1,0.001
1208,-34.47,1,0,2,0.1,0.001
1209,-28.71,3,0,4,0.1,0.001
1210,-27.75,4,0,5,0.1,0.001
1211,-32.7,2,0,3,0.1,0.001
1212,-21.59,5,0,6,0.1,0.001
1213,-27.68,4,0,5,0.1,0.001
1214,-33.4,1,0,2,0.1,0.001
1215,-30.1,3,0,4,0.1,0.001
1216,-33.15,1,0,2,0.1,0.001
1217,-28.07,3,0,4,0.1,0.001
1218,-34.47,1,0,2,0.1,0.001
1219,-33.08,1,0,2,0.1,0.001
1220,-27.89,3,0,4,0.1,0.001
1221,-32.61,1,0,2,0.1,0.001
1222,-33.05,1,0,2,0.1,0.001
1223,-31.15,2,0,3,0.1,0.001
1224,-28.45,3,0,4,0.1,0.001
1225,-27.69,3,0,4,0.1,0.001
1226,-34.23,1,0,2,0.1,0.001
1227,-29.06,4,0,5,0.1,0.001
1228,-27.03,4,0,5,0.1,0.001
1229,-29.06,4,0,5,0.1,0.001
1230,-32.99,1,0,2,0.1,0.001
1231,-25.37,4,0,5,0.1,0.001
1232,-24.9,4,0,5,0.1,0.001
1233,-29.07,4,0,5,0.1,0.001
1234,-27.31,4,0,5,0.1,0.001
1235,-28.7,4,0,5,0.1,0.001
1236,-22.15,5,0,6,0.1,0.001
1237,-29.88,2,0,3,0.1,0.001
1238,-32.61,1,0,2,0.1,0.001
1239,-22.73,4,0,5,0.1,0.001
1240,-31.85,2,0,3,0.1,0.001
1241,-28.45,3,0,4,0.1,0.001
1242,-23.11,5,0,6,0.1,0.001
1243,-31.41,2,0,3,0.1,0.001
1244,-21.05,7,0,8,0.1,0.001
1245,-29.4,3,0,4,0.1,0.001
1246,-31.67,2,0,3,0.1,0.001
1247,41.87,3,1,3,0.1,0.001
1248,-33.08,1,0,2,0.1,0.001
1249,-34.3,1,0,2,0.1,0.001
1250,-32.96,1,0,2,0.1,0.001
1251,-19.89,6,0,7,0.1,0.001
1252,-19.06,6,0,7,0.1,0.001
1253,-25.91,4,0,5,0.1,0.001
1254,-30.02,2,0,3,0.1,0.001
1255,-28.16,4,0,5,0.1,0.001
1256,-34.04,1,0,2,0.1,0.001
1257,39.2,3,1,3,0.1,0.001
1258,-24.98,5,0,6,0.1,0.001
1259,-27.78,3,0,4,0.1,0.001
1260,-29.08,4,0,5,0.1,0.001
1261,57.18,8,1,8,0.1,0.001
1262,-33.09,1,0,2,0.1,0.001
1263,-21.29,5,0,6,0.1,0.001
1264,-27.53,3,0,4,0.1,0.001
1265,-23.74,4,0,5,0.1,0.001
1266,-16.02,7,0,8,0.1,0.001
1267,-19.61,6,0,7,0.1,0.001
1268,-29.91,2,0,3,0.1,0.001
1269,-34.48,1,0,2,0.1,0.001
1270,-18.97,8,0,9,0.1,0.001
1271,-30.4,2,0,3,0.1,0.001
1272,-26.9,4,0,5,0.1,0.001
1273,-34.48,1,0,2,0.1,0.001
1274,-24.37,4,0,5,0.1,0.001
1275,-32.68,1,0,2,0.1,0.001
1276,-30.98,2,0,3,0.1,0.001
1277,-30.99,3,0,4,0.1,0.001
1278,-34.48,1,0,2,0.1,0.001
1279,-27.72,3,0,4,0.1,0.001
1280,-32.43,2,0,3,0.1,0.001
1281,-33.99,1,0,2,0.1,0.001
1282,-25.9,4,0,5,0.1,0.001
1283,-27.97,4,0,5,0.1,0.001
1284,-20.9,5,0,6,0.1,0.001
1285,-34.03,1,0,2,0.1,0.001
1286,-31.35,2,0,3,0.1,0.001
1287,36,1,1,1,0.1,0.001
1288,-34.05,1,0,2,0.1,0.001
1289,-32.7,1,0,2,0.1,0.001
1290,-31.22,2,0,3,0.1,0.001
1291,-31.68,2,0,3,0.1,0.001
1292,-30.14,3,0,4,0.1,0.001
1293,-30.61,2,0,3,0.1,0.001
1294,-32.91,1,0,2,0.1,0.001
1295,-30.3,3,0,4,0.1,0.001
1296,-29.79,3,0,4,0.1,0.001
1297,-28.39,4,0,5,0.1,0.001
1298,-31.35,2,0,3,0.1,0.001
1299,-28.43,3,0,4,0.1,0.001
1300,-29.64,3,0,4,0.1,0.001
1301,-31.76,2,0,3,0.1,0.001
1302,-34.08,1,0,2,0.1,0.001
1303,-28.74,4,0,5,0.1,0.001
1304,-32.44,2,0,3,0.1,0.001
1305,-28.8,3,0,4,0.1,0.001
1306,-32.44,2,0,3,0.1,0.001
1307,-28.64,3,0,4,0.1,0.001
1308,-32.8,1,0,2,0.1,0.001
1309,-33.0,1,0,2,0.1,0.001
1310,-31.35,2,0,3,0.1,0.001
1311,38.85,2,1,2,0.1,0.001
1312,-30.97,2,0,3,0.1,0.001
1313,-27.99,3,0,4,0.1,0.001
1314,-27.24,3,0,4,0.1,0.001
1315,-28.24,3,0,4,0.1,0.001
